x,y,ang_contr,pdoa,imu_x_g,imu_y_g,imu_z_g
3.950547,3.574905,174.3996,-26.8,-0.0547,0.1133,-0.1612
3.892897,3.962298,175.7723,-26.8,-0.0547,0.1133,-0.1612
3.602196,1.359171,179.9074,-19.46,-0.0547,0.1133,-0.1612
3.931643,3.650156,174.8085,-19.46,-0.0547,0.1133,-0.1612
3.648642,1.430855,178.053,-19.46,-0.0547,0.1133,-0.1612
3.620775,1.30003,179.0845,-15.96,-0.0547,0.1133,-0.1612
3.629262,1.189,178.5902,-6.58,-0.0547,0.1133,-0.1612
3.642704,0.998767,177.5517,-4.118,-0.0547,0.1133,-0.1612
3.659779,1.161367,177.0534,0.2,0.0117,0.1328,-0.1614
3.665677,1.130168,176.6741,-1.66,0.0117,0.1328,-0.1614
3.672052,1.035311,176.019,-1.66,0.0117,0.1328,-0.1614
3.682515,0.82745,174.3052,-1.76,0.0117,0.1328,-0.1614
3.693951,0.765803,173.0057,-3.76,0.0117,0.1328,-0.1614
3.665083,1.323524,177.1848,-3.76,0.0117,0.1328,-0.1614
3.697399,0.878221,173.6715,-3.76,0.0117,0.1328,-0.1614
3.716023,0.559123,168.277,-3.76,0.0117,0.1328,-0.1614
3.703695,0.876144,173.2503,-4.94,0.0117,0.1328,-0.1614
3.699576,0.955415,174.0499,-4.94,0.0117,0.1328,-0.1614
3.688667,1.126926,175.5012,-4.94,0.0117,0.1328,-0.1614
3.695889,1.023257,174.6465,-3.122,0.0117,0.1523,-0.1613
3.688416,1.135897,175.5492,-3.122,0.0117,0.1523,-0.1613
3.691659,1.089549,175.1913,-3.36,0.0117,0.1523,-0.1613
3.706726,0.869439,173.0018,-3.36,0.0117,0.1523,-0.1613
3.702224,0.944408,173.8223,-3.36,0.0117,0.1523,-0.1613
3.689737,1.141651,175.5056,-3.36,0.0117,0.1523,-0.1613
3.668422,1.091244,176.4122,-4.8,0.0117,0.1523,-0.1613
3.648353,1.392311,178.011,-4.8,0.0117,0.1523,-0.1613
3.701204,0.996595,174.2015,-3.24,0.0117,0.1523,-0.1613
3.713408,0.810401,172.0337,-3.0,0.0117,0.1523,-0.1613
3.697418,1.091353,174.8991,-3.0,0.0117,0.1523,-0.1613
3.68834,1.161513,175.6507,-3.0,0.0117,0.1523,-0.1613
3.695773,1.056587,174.8206,-3.0,0.0117,0.1523,-0.1613
3.701415,1.033664,174.3965,-4.84,-0.0234,0.1016,-0.1611
3.697418,1.091353,174.8991,-4.102,-0.0234,0.1016,-0.1611
